"index","type","start","end","text"
"274","cue","00:14:43,280","00:14:45,280","[Callum] I'm chatting away with her
for a while, then I thought,"
"275","cue","00:14:45,360","00:14:47,600","""Hold on a minute.
I'm being a bit greedy here now."
"276","cue","00:14:47,680","00:14:50,520","These boys need to see this weapon
that's just walked through the door."""
"277","cue","00:14:51,080","00:14:52,280","{\an8}[Callum]"
"278","cue","00:15:02,720","00:15:04,440","This is fucking wild."
"279","cue","00:15:08,760","00:15:09,880","[clears throat]"
"280","cue","00:15:16,200","00:15:17,680","[chuckling]"
"281","cue","00:15:17,760","00:15:18,760","Oh, what?"
"282","cue","00:15:20,520","00:15:23,080","<i>Hola.</i> [chuckling]"
"283","cue","00:15:24,040","00:15:25,320","-Good morning.
-[Callum groans]"
"284","cue","00:15:26,080","00:15:27,120","[Al groans]"
"285","cue","00:15:27,200","00:15:29,040","-Hi, how are you?
-[Madeline] It's Mr. Chili."
"286","cue","00:15:29,120","00:15:31,560","-[Al] Hey, how are you?
-How are you?"
"287","cue","00:15:31,640","00:15:33,400","-Good morning. [kisses]
-[Al] Morning."
"288","cue","00:15:33,480","00:15:35,440","I'm Madeline, but you can call me Mads."
"289","cue","00:15:35,520","00:15:37,160","-Mads, Maddy.
-Nice to meet you, Mads."
"290","cue","00:15:38,360","00:15:40,840","Mads is a really good bombshell."
"291","cue","00:15:40,920","00:15:43,720","As soon as I saw her,
I knew she's gonna be trouble."
"292","cue","00:15:43,800","00:15:46,040","-[Callum] How is this for a surprise, bro?
-[Al] Bro."
"293","cue","00:15:46,120","00:15:47,560","Wake-up call."
"294","cue","00:15:47,640","00:15:49,800","This is probably the biggest surprise
I've ever had in the villa."
"295","cue","00:15:49,880","00:15:52,240","-That's the best alarm you can get.
-Best alarm, best present."
"296","cue","00:15:52,320","00:15:54,600","-Stop.
-My God, it's like Christmas. I love it."
"297","cue","00:15:54,680","00:15:56,880","-I like what I see so far.
-[chuckling]"
"298","cue","00:15:56,960","00:15:57,960","[Madeline] He's fucking hot."
"299","cue","00:15:58,040","00:15:59,920","Oh, my God, I'm obsessed."
"300","cue","00:16:00,000","00:16:02,480","-How's it going? Is it good?
-Good, yeah. This is sick."
"301","cue","00:16:02,560","00:16:05,080","-Love it. Uh.
-It's even better now you're here."
"302","cue","00:16:05,160","00:16:07,400","He's into her. I can tell he's into her."
"303","cue","00:16:07,480","00:16:09,160","So, what's your typical type?"
"304","cue","00:16:09,240","00:16:11,920","Blonde hair, blue eyes, tanned."
"305","cue","00:16:12,520","00:16:14,840","[chuckling] That's me right now."
"306","cue","00:16:14,920","00:16:17,720","She's a beautiful girl,
got beautiful eyes,"
"307","cue","00:16:17,800","00:16:20,880","and I was keen to, you know, chat to her."
"308","cue","00:16:20,960","00:16:23,040","[Callum chuckling]"
"309","cue","00:16:23,120","00:16:24,440","{\an8}[Mitch]"
"310","cue","00:16:25,240","00:16:26,320","Oh, what the fuck?"
"311","cue","00:16:26,400","00:16:28,120","Rise and shine."
"312","cue","00:16:28,200","00:16:30,280","[Mitch]
I genuinely woke up about five minutes--"
"313","cue","00:16:30,360","00:16:31,960","-A minute-- Five seconds ago.
-Five seconds ago."
"314","cue","00:16:32,040","00:16:33,360","-I'm not even kidding.
-Hello."
"315","cue","00:16:33,440","00:16:34,440","-[Mitch] How are ya?
-How are you?"
"316","cue","00:16:34,520","00:16:38,400","[Mitch] Mads has come at the perfect time,
and she's absolutely a rocket."
