"index","type","start","end","text"
"122","cue","00:06:20,922","00:06:23,633","<i>[Bliss] It's so lovely</i>
<i>that you guys came here to support him.</i>"
"123","cue","00:06:23,716","00:06:24,801","<i>That really means a lot.</i>"
"124","cue","00:06:25,385","00:06:28,137","<i>-It's true.</i>
<i>-[woman] What made him stand out?</i>"
"125","cue","00:06:28,221","00:06:31,182","{\an8}<i>-[laughing] Where do I begin?</i>
<i>-I mean, I know, probably.</i>"
"126","cue","00:06:31,265","00:06:32,558","{\an8}<i>But, like, I wanna know.</i>"
"127","cue","00:06:33,184","00:06:35,186","{\an8}<i>You know, gosh,</i>
<i>it was so many different things.</i>"
"128","cue","00:06:35,269","00:06:36,979","{\an8}<i>Obviously, he's super smart.</i>"
"129","cue","00:06:37,063","00:06:38,815","{\an8}<i>He's just, like, so giving too.</i>"
"130","cue","00:06:38,898","00:06:40,441","<i>He just really inspires me.</i>"
"131","cue","00:06:40,525","00:06:43,111","<i>There's a lot of strength</i>
<i>in someone to be able to, like,</i>"
"132","cue","00:06:43,194","00:06:44,821","{\an8}<i>choose to, you know,</i>"
"133","cue","00:06:44,904","00:06:48,282","{\an8}<i>do certain things when it'd be easier</i>
<i>to maybe go a different way.</i>"
"134","cue","00:06:48,366","00:06:51,911","{\an8}<i>And my dad kind of has</i>
<i>a similar kind of childhood and stuff.</i>"
"135","cue","00:06:51,994","00:06:55,540","<i>And he also chose different paths,</i>
<i>and it's not easy to do that.</i>"
"136","cue","00:06:55,623","00:06:57,834","<i>So, I just really deeply,</i>
<i>like, admire him.</i>"
"137","cue","00:06:58,793","00:07:00,795","<i>[Becky] He could have went down</i>
<i>many different roads,</i>"
"138","cue","00:07:00,878","00:07:05,091","<i>and he only chose the up road, always,</i>
<i>and put everybody before himself.</i>"
"139","cue","00:07:05,174","00:07:07,510","<i>And… super proud. [chuckles]</i>"
"140","cue","00:07:08,803","00:07:11,264","{\an8}<i>[Bliss] Yeah, and I think in those moments</i>
<i>of really hard times,</i>"
"141","cue","00:07:11,347","00:07:13,641","{\an8}<i>like, that's when</i>
<i>your true character comes out.</i>"
"142","cue","00:07:13,724","00:07:14,976","<i>Like, who you really are.</i>"
"143","cue","00:07:15,059","00:07:19,230","<i>And so, yeah, I think he just was also</i>
<i>really just open about things,</i>"
"144","cue","00:07:19,313","00:07:22,692","<i>and he's very, like, honest, and I just</i>
<i>feel like I can really trust him.</i>"
"145","cue","00:07:24,193","00:07:28,030","<i>I take, like, marriage very seriously</i>
<i>and, like, commitment very seriously.</i>"
"146","cue","00:07:28,114","00:07:29,657","<i>I think when people say like,</i>"
"147","cue","00:07:29,740","00:07:32,952","{\an8}<i>""If it feels right,</i>
<i>you know, then it's right.""</i>"
"148","cue","00:07:33,744","00:07:36,706","<i>To truly, like, feel like</i>
<i>you can be yourself with someone</i>"
"149","cue","00:07:36,789","00:07:39,417","<i>in your full capacity is,</i>
<i>like, so amazing.</i>"
"150","cue","00:07:39,500","00:07:42,003","<i>And I've never had that experience before.</i>"
"151","cue","00:07:42,086","00:07:46,966","<i>It's-- Yeah, I just really… I love him.</i>
<i>And I respect him as a person.</i>"
"152","cue","00:07:47,049","00:07:49,677","<i>And yeah, I've never met anyone like him.</i>"
"153","cue","00:07:52,597","00:07:54,056","<i>-I like her.</i>
<i>-I like her too.</i>"
"154","cue","00:07:54,140","00:07:56,350","<i>-You guys fit together really good.</i>
<i>-Yeah.</i>"
"155","cue","00:07:58,019","00:08:00,146","<i>[Becky] Seeing you guys,</i>
<i>you could just see in his eyes.</i>"
"156","cue","00:08:00,229","00:08:02,607","<i>-Like, his eyes tell it all.</i>
<i>-[all laughing]</i>"
"157","cue","00:08:05,651","00:08:07,278","<i>You look really happy.</i>"
"158","cue","00:08:07,361","00:08:08,196","<i>Yeah.</i>"
"159","cue","00:08:08,279","00:08:10,948","<i>-[""Copilot"" by 5 Alarm playing]</i>
<i>-</i><span style=""style2"">♪ Come on, let's fly tonight ♪</i>"
"160","cue","00:08:11,032","00:08:13,493","<i>♪ Got you here right by my side ♪</i>"
"161","cue","00:08:13,576","00:08:16,913","<i>♪ We're just getting started ♪</i>"
"162","cue","00:08:16,996","00:08:19,707","<i>♪ Oh, yeah, we're high, so high ♪</i>"
"163","cue","00:08:20,208","00:08:22,418","<i>♪ Miles above and we're still climbing ♪</i>"
"164","cue","00:08:22,502","00:08:25,296","<i>♪ Oh, I thank you for it ♪</i>"
"165","cue","00:08:25,922","00:08:29,675","<i>♪ You are my co-co-co-co-copilot ♪</i>"
"166","cue","00:08:29,759","00:08:31,344","<i>♪ You are my copilot ♪</i>"
"167","cue","00:08:31,427","00:08:35,848","<i>♪ You are my co-co-co-co-copilot ♪</i>"
"168","cue","00:08:37,350","00:08:38,518","{\an8}<i>[Chelsea] Very in.</i>"
"169","cue","00:08:39,644","00:08:42,188","{\an8}<i>-What is that?</i>
<i>-This.</i>"
"170","cue","00:08:44,440","00:08:45,358","<i>That?</i>"
"171","cue","00:08:45,441","00:08:48,361","<i>[Chelsea] I really like these pants a lot.</i>"
"172","cue","00:08:48,444","00:08:50,571","{\an8}<i>I'm gonna get both. These.</i>"
"173","cue","00:08:51,948","00:08:53,824","<i>[Kwame sighs, clears throat]</i>"
"174","cue","00:08:55,368","00:08:57,119","<i>Oh, I wanted to try the biker shorts too.</i>"
"175","cue","00:08:57,203","00:08:59,997","<i>Baby, you have 10,000 things back there.</i>"
"176","cue","00:09:00,081","00:09:03,626","<i>-You wanna go--?</i>
<i>-Kwame, for as much as you like clothes…</i>"
"177","cue","00:09:03,709","00:09:05,836","<i>-The biker shorts, you should do.</i>
<i>-[Chelsea] Definitely.</i>"
"178","cue","00:09:05,920","00:09:06,754","<i>Perfect.</i>"
"179","cue","00:09:10,758","00:09:13,302","<i>When we woke up this morning,</i>
<i>first thing I said to Chelsea was,</i>"
"180","cue","00:09:13,386","00:09:16,597","<i>""Hey, are you okay?</i>
<i>How are you doing?"" You know?</i>"
"181","cue","00:09:16,681","00:09:20,601","<i>And her response to me was,</i>
<i>""Do I sound okay? Or do I look okay?""</i>"
"182","cue","00:09:20,685","00:09:22,562","<i>Almost in a really confrontational way.</i>"
"183","cue","00:09:22,645","00:09:24,355","<i>And it kind of hit me in a weird way,</i>"
"184","cue","00:09:24,438","00:09:27,441","<i>'cause that is something</i>
<i>that she's done a couple times.</i>"
"185","cue","00:09:27,525","00:09:31,862","<i>I'm trying to do the good thing,</i>
<i>and then all of a sudden it feels like</i>"
"186","cue","00:09:31,946","00:09:35,157","<i>I'm the bad guy, or I'm the one</i>
<i>who screwed up her morning,</i>"
"187","cue","00:09:35,241","00:09:36,075","<i>and it just like…</i>"
"188","cue","00:09:36,867","00:09:37,743","<i>It was just hard.</i>"
"189","cue","00:09:38,327","00:09:39,870","<i>-Okay.</i>
<i>-No, they look good.</i>"
"190","cue","00:09:39,954","00:09:41,455","<i>I think I might have one more.</i>"
"191","cue","00:09:41,956","00:09:44,417","<i>Okay. Go ahead. Do your thing.</i>"
"192","cue","00:09:45,084","00:09:48,629","<i>[laughs] Do you think it could possibly</i>
<i>get any hotter in here?</i>"
"193","cue","00:09:48,713","00:09:51,591","<i>[both laugh]</i>"
"194","cue","00:09:51,674","00:09:52,550","<i>Yes or no?</i>"
"195","cue","00:09:54,010","00:09:55,177","<i>-Nope.</i>
<i>-Yeah.</i>"
"196","cue","00:09:57,805","00:09:59,724","<i>-I'm having so much fun with you.</i>
<i>-Are you?</i>"
